OBJECTID,ST_CODE,ST_NAME,DT_CODE,DIST_NAME,AC_NO,AC_NAME,PC_NO,PC_NAME,PC_ID,STATUS,Shape_Leng,Shape_Area,MS_FB_PARE,ISO 3166-2,MS_FB
5,10,BIHAR,4,SITAMARHI,27,Bajpatti,5,SITAMARHI,1005,,1.35078625951,0.02681474582,country:in/state:br,BR,country:in/state:br/assembly-constituency:27
4,10,BIHAR,2,PURBA CHAMPARAN,18,Madhuban,4,SHEOHAR,1004,,1.23971009425,0.02576246317,country:in/state:br,BR,country:in/state:br/assembly-constituency:18
17,10,BIHAR,15,GOPALGANJ,102,Kuchaikote,17,GOPALGANJ (SC),1017,,1.07437244705,0.03226234282,country:in/state:br,BR,country:in/state:br/assembly-constituency:102
17,10,BIHAR,15,GOPALGANJ,103,Bhorey (SC),17,GOPALGANJ (SC),1017,,1.21539351579,0.03757802549,country:in/state:br,BR,country:in/state:br/assembly-constituency:103
17,10,BIHAR,15,GOPALGANJ,101,Gopalganj,17,GOPALGANJ (SC),1017,,1.19334281074,0.03019993438,country:in/state:br,BR,country:in/state:br/assembly-constituency:101
7,10,BIHAR,5,MADHUBANI,40,Laukaha,7,JHANJHARPUR,1007,,1.36381752591,0.05063090044,country:in/state:br,BR,country:in/state:br/assembly-constituency:40
8,10,BIHAR,6,SUPAUL *,45,Chhatapur,8,SUPAUL,1008,,1.73445052519,0.04903432097,country:in/state:br,BR,country:in/state:br/assembly-constituency:45
3,10,BIHAR,2,PURBA CHAMPARAN,16,Kalyanpur,3,PURVI CHAMPARAN,1003,,1.30765890797,0.02935957843,country:in/state:br,BR,country:in/state:br/assembly-constituency:16
4,10,BIHAR,4,SITAMARHI,30,Belsand,4,SHEOHAR,1004,,0.76556300625,0.01221026502,country:in/state:br,BR,country:in/state:br/assembly-constituency:30
6,10,BIHAR,5,MADHUBANI,32,Benipatti,6,MADHUBANI,1006,,1.37479460437,0.02678812592,country:in/state:br,BR,country:in/state:br/assembly-constituency:32
3,10,BIHAR,2,PURBA CHAMPARAN,17,Pipra,3,PURVI CHAMPARAN,1003,,2.1628358767,0.03526278678,country:in/state:br,BR,country:in/state:br/assembly-constituency:17
10,10,BIHAR,8,KISHANGANJ,54,Kishanganj,10,KISHANGANJ,1010,,1.41533333258,0.03617565441,country:in/state:br,BR,country:in/state:br/assembly-constituency:54
3,10,BIHAR,2,PURBA CHAMPARAN,15,Kesaria,3,PURVI CHAMPARAN,1003,,1.26075463789,0.03283765346,country:in/state:br,BR,country:in/state:br/assembly-constituency:15
5,10,BIHAR,4,SITAMARHI,29,Runnisaidpur,5,SITAMARHI,1005,,1.31176953116,0.02712597963,country:in/state:br,BR,country:in/state:br/assembly-constituency:29
10,10,BIHAR,8,KISHANGANJ,52,Bahadurganj,10,KISHANGANJ,1010,,1.40787898851,0.04671231285,country:in/state:br,BR,country:in/state:br/assembly-constituency:52
9,10,BIHAR,7,ARARIA,51,Sikti,9,ARARIA,1009,,1.37856468045,0.04188842301,country:in/state:br,BR,country:in/state:br/assembly-constituency:51
8,10,BIHAR,6,SUPAUL *,41,Nirmali,8,SUPAUL,1008,,1.66451987435,0.04654698915,country:in/state:br,BR,country:in/state:br/assembly-constituency:41
17,10,BIHAR,15,GOPALGANJ,104,Hathua,17,GOPALGANJ (SC),1017,,0.87705311282,0.02500762946,country:in/state:br,BR,country:in/state:br/assembly-constituency:104
17,10,BIHAR,15,GOPALGANJ,100,Barauli,17,GOPALGANJ (SC),1017,,0.94292808159,0.0250721519,country:in/state:br,BR,country:in/state:br/assembly-constituency:100
7,10,BIHAR,5,MADHUBANI,37,Rajnagar (SC),7,JHANJHARPUR,1007,,1.15355184344,0.02995550206,country:in/state:br,BR,country:in/state:br/assembly-constituency:37
9,10,BIHAR,7,ARARIA,48,Forbesganj,9,ARARIA,1009,,1.20571618027,0.03847483239,country:in/state:br,BR,country:in/state:br/assembly-constituency:48
6,10,BIHAR,13,DARBHANGA,87,Jale,6,MADHUBANI,1006,,1.21407526296,0.02367536299,country:in/state:br,BR,country:in/state:br/assembly-constituency:87
17,10,BIHAR,15,GOPALGANJ,99,Baikunthpur,17,GOPALGANJ (SC),1017,,1.09405969069,0.03433488505,country:in/state:br,BR,country:in/state:br/assembly-constituency:99
7,10,BIHAR,5,MADHUBANI,39,Phulparas,7,JHANJHARPUR,1007,,1.71637479897,0.03799094229,country:in/state:br,BR,country:in/state:br/assembly-constituency:39
6,10,BIHAR,5,MADHUBANI,35,Bisfi,6,MADHUBANI,1006,,0.99926878986,0.02407781426,country:in/state:br,BR,country:in/state:br/assembly-constituency:35
8,10,BIHAR,6,SUPAUL *,44,Triveniganj (SC),8,SUPAUL,1008,,1.42655163474,0.03838471712,country:in/state:br,BR,country:in/state:br/assembly-constituency:44
15,10,BIHAR,14,MUZAFFARPUR,89,Aurai,15,MUZAFFARPUR,1015,,1.18883633499,0.02937243035,country:in/state:br,BR,country:in/state:br/assembly-constituency:89
9,10,BIHAR,7,ARARIA,49,Araria,9,ARARIA,1009,,1.29317196468,0.03580496548,country:in/state:br,BR,country:in/state:br/assembly-constituency:49
6,10,BIHAR,5,MADHUBANI,36,Madhubani,6,MADHUBANI,1006,,0.87476319873,0.02136717346,country:in/state:br,BR,country:in/state:br/assembly-constituency:36
7,10,BIHAR,5,MADHUBANI,38,Jhanjharpur,7,JHANJHARPUR,1007,,1.29446659997,0.02941767595,country:in/state:br,BR,country:in/state:br/assembly-constituency:38
16,10,BIHAR,14,MUZAFFARPUR,90,Minapur,16,VAISHALI,1016,,1.4530518992,0.02767959535,country:in/state:br,BR,country:in/state:br/assembly-constituency:90
8,10,BIHAR,6,SUPAUL *,42,Pipra,8,SUPAUL,1008,,1.55457129148,0.04410671597,country:in/state:br,BR,country:in/state:br/assembly-constituency:42
18,10,BIHAR,16,SIWAN,105,Siwan,18,SIWAN,1018,,0.85688070258,0.01543145582,country:in/state:br,BR,country:in/state:br/assembly-constituency:105
18,10,BIHAR,16,SIWAN,110,Barharia,18,SIWAN,1018,,0.99334214464,0.0230885416,country:in/state:br,BR,country:in/state:br/assembly-constituency:110
18,10,BIHAR,16,SIWAN,106,Ziradei,18,SIWAN,1018,,1.17527026924,0.02478899244,country:in/state:br,BR,country:in/state:br/assembly-constituency:106
8,10,BIHAR,6,SUPAUL *,43,Supaul,8,SUPAUL,1008,,1.76401417288,0.03654374633,country:in/state:br,BR,country:in/state:br/assembly-constituency:43
6,10,BIHAR,13,DARBHANGA,86,Keoti,6,MADHUBANI,1006,,1.27111040228,0.0221114836,country:in/state:br,BR,country:in/state:br/assembly-constituency:86
16,10,BIHAR,14,MUZAFFARPUR,96,Baruraj,16,VAISHALI,1016,,1.05691857109,0.02934834673,country:in/state:br,BR,country:in/state:br/assembly-constituency:96
16,10,BIHAR,14,MUZAFFARPUR,98,Sahebganj,16,VAISHALI,1016,,1.16070680094,0.0370607819,country:in/state:br,BR,country:in/state:br/assembly-constituency:98
9,10,BIHAR,7,ARARIA,50,Jokihat,9,ARARIA,1009,,1.21859188026,0.03280711831,country:in/state:br,BR,country:in/state:br/assembly-constituency:50
19,10,BIHAR,16,SIWAN,111,Goriakothi,19,MAHARAJGANJ,1019,,1.00703303081,0.02670980514,country:in/state:br,BR,country:in/state:br/assembly-constituency:111
15,10,BIHAR,14,MUZAFFARPUR,91,Bochaha (SC),15,MUZAFFARPUR,1015,,1.19792468525,0.02261163377,country:in/state:br,BR,country:in/state:br/assembly-constituency:91
14,10,BIHAR,13,DARBHANGA,82,Darbhanga Rural,14,DARBHANGA,1014,,1.20555380029,0.02361847393,country:in/state:br,BR,country:in/state:br/assembly-constituency:82
15,10,BIHAR,14,MUZAFFARPUR,88,Gaighat,15,MUZAFFARPUR,1015,,0.99204977915,0.03456458901,country:in/state:br,BR,country:in/state:br/assembly-constituency:88
16,10,BIHAR,14,MUZAFFARPUR,95,Kanti,16,VAISHALI,1016,,0.86428844855,0.02619470136,country:in/state:br,BR,country:in/state:br/assembly-constituency:95
14,10,BIHAR,13,DARBHANGA,83,Darbhanga,14,DARBHANGA,1014,,0.67893743592,0.00756457293,country:in/state:br,BR,country:in/state:br/assembly-constituency:83
14,10,BIHAR,13,DARBHANGA,81,Alinagar,14,DARBHANGA,1014,,1.07671754229,0.02550290965,country:in/state:br,BR,country:in/state:br/assembly-constituency:81
9,10,BIHAR,7,ARARIA,47,Raniganj (SC),9,ARARIA,1009,,1.41735990239,0.04997009892,country:in/state:br,BR,country:in/state:br/assembly-constituency:47
18,10,BIHAR,16,SIWAN,107,Darauli (SC),18,SIWAN,1018,,1.13629182965,0.03279369662,country:in/state:br,BR,country:in/state:br/assembly-constituency:107
19,10,BIHAR,17,SARAN,116,Taraiya,19,MAHARAJGANJ,1019,,1.01672488779,0.02876563961,country:in/state:br,BR,country:in/state:br/assembly-constituency:116
18,10,BIHAR,16,SIWAN,108,Raghunathpur,18,SIWAN,1018,,1.28861566666,0.02389653997,country:in/state:br,BR,country:in/state:br/assembly-constituency:108
19,10,BIHAR,17,SARAN,115,Baniapur,19,MAHARAJGANJ,1019,,1.14806618467,0.02522618389,country:in/state:br,BR,country:in/state:br/assembly-constituency:115
10,10,BIHAR,9,PURNIA,56,Amour,10,KISHANGANJ,1010,,1.17440271741,0.04231365198,country:in/state:br,BR,country:in/state:br/assembly-constituency:56
14,10,BIHAR,13,DARBHANGA,85,Bahadurpur,14,DARBHANGA,1014,,1.42676410466,0.02803036267,country:in/state:br,BR,country:in/state:br/assembly-constituency:85
14,10,BIHAR,13,DARBHANGA,80,Benipur,14,DARBHANGA,1014,,1.468746495,0.02486209923,country:in/state:br,BR,country:in/state:br/assembly-constituency:80
19,10,BIHAR,16,SIWAN,112,Maharajganj,19,MAHARAJGANJ,1019,,1.333457551,0.02377285101,country:in/state:br,BR,country:in/state:br/assembly-constituency:112
16,10,BIHAR,14,MUZAFFARPUR,97,Paroo,16,VAISHALI,1016,,1.07935571418,0.03098262427,country:in/state:br,BR,country:in/state:br/assembly-constituency:97
13,10,BIHAR,11,MADHEPURA,73,Madhepura,13,MADHEPURA,1013,,1.53997460006,0.03892627111,country:in/state:br,BR,country:in/state:br/assembly-constituency:73
15,10,BIHAR,14,MUZAFFARPUR,94,Muzaffarpur,15,MUZAFFARPUR,1015,,0.38264352185,0.00337215845,country:in/state:br,BR,country:in/state:br/assembly-constituency:94
8,10,BIHAR,11,MADHEPURA,72,Singheshwar (SC),8,SUPAUL,1008,,1.46474540417,0.04110602482,country:in/state:br,BR,country:in/state:br/assembly-constituency:72
18,10,BIHAR,16,SIWAN,109,Daraundha,18,SIWAN,1018,,1.5508239374,0.02935372247,country:in/state:br,BR,country:in/state:br/assembly-constituency:109
23,10,BIHAR,13,DARBHANGA,84,Hayaghat,23,SAMASTIPUR (SC),1023,,1.06519623264,0.02116282402,country:in/state:br,BR,country:in/state:br/assembly-constituency:84
15,10,BIHAR,14,MUZAFFARPUR,93,Kurhani,15,MUZAFFARPUR,1015,,0.82635616129,0.02415794767,country:in/state:br,BR,country:in/state:br/assembly-constituency:93
13,10,BIHAR,12,SAHARSA,77,Mahishi,13,MADHEPURA,1013,,1.40083029201,0.03907974117,country:in/state:br,BR,country:in/state:br/assembly-constituency:77
23,10,BIHAR,19,SAMASTIPUR,131,Kalyanpur (SC),23,SAMASTIPUR (SC),1023,,1.33239987303,0.02819101577,country:in/state:br,BR,country:in/state:br/assembly-constituency:131
14,10,BIHAR,13,DARBHANGA,79,Gaura Bauram,14,DARBHANGA,1014,,1.5434803437,0.02433795801,country:in/state:br,BR,country:in/state:br/assembly-constituency:79
15,10,BIHAR,14,MUZAFFARPUR,92,Sakra (SC),15,MUZAFFARPUR,1015,,0.79379206267,0.02128150636,country:in/state:br,BR,country:in/state:br/assembly-constituency:92
19,10,BIHAR,17,SARAN,113,Ekma,19,MAHARAJGANJ,1019,,1.03082489325,0.02399108962,country:in/state:br,BR,country:in/state:br/assembly-constituency:113
12,10,BIHAR,9,PURNIA,58,Kasba,12,PURNIA,1012,,1.28395410584,0.04356843201,country:in/state:br,BR,country:in/state:br/assembly-constituency:58
12,10,BIHAR,9,PURNIA,59,Banmankhi (SC),12,PURNIA,1012,,1.26171359493,0.04374164813,country:in/state:br,BR,country:in/state:br/assembly-constituency:59
16,10,BIHAR,18,VAISHALI,125,Vaishali,16,VAISHALI,1016,,1.44529776434,0.0274252652,country:in/state:br,BR,country:in/state:br/assembly-constituency:125
20,10,BIHAR,17,SARAN,120,Amnour,20,SARAN,1020,,0.9543026434,0.02294345794,country:in/state:br,BR,country:in/state:br/assembly-constituency:120
10,10,BIHAR,9,PURNIA,57,Baisi,10,KISHANGANJ,1010,,1.27062467835,0.0371849458,country:in/state:br,BR,country:in/state:br/assembly-constituency:57
19,10,BIHAR,17,SARAN,114,Manjhi,19,MAHARAJGANJ,1019,,1.12236777877,0.02636647005,country:in/state:br,BR,country:in/state:br/assembly-constituency:114
23,10,BIHAR,19,SAMASTIPUR,132,Warisnagar,23,SAMASTIPUR (SC),1023,,1.26182001294,0.03177688428,country:in/state:br,BR,country:in/state:br/assembly-constituency:132
20,10,BIHAR,17,SARAN,117,Marhaura,20,SARAN,1020,,0.82687973391,0.01834764885,country:in/state:br,BR,country:in/state:br/assembly-constituency:117
23,10,BIHAR,19,SAMASTIPUR,133,Samastipur,23,SAMASTIPUR (SC),1023,,1.00696715732,0.01421934751,country:in/state:br,BR,country:in/state:br/assembly-constituency:133
13,10,BIHAR,11,MADHEPURA,71,Bihariganj,13,MADHEPURA,1013,,1.06878861359,0.03816809456,country:in/state:br,BR,country:in/state:br/assembly-constituency:71
12,10,BIHAR,9,PURNIA,61,Dhamdaha,12,PURNIA,1012,,1.39468866317,0.05472136076,country:in/state:br,BR,country:in/state:br/assembly-constituency:61
13,10,BIHAR,12,SAHARSA,75,Saharsa,13,MADHEPURA,1013,,0.95086373768,0.02875235993,country:in/state:br,BR,country:in/state:br/assembly-constituency:75
11,10,BIHAR,10,KATIHAR,65,Balrampur,11,KATIHAR,1011,,1.71391881866,0.04097258061,country:in/state:br,BR,country:in/state:br/assembly-constituency:65
21,10,BIHAR,18,VAISHALI,126,Mahua,21,HAJIPUR (SC),1021,,0.87519875719,0.01865880141,country:in/state:br,BR,country:in/state:br/assembly-constituency:126
23,10,BIHAR,19,SAMASTIPUR,139,Rosera (SC),23,SAMASTIPUR (SC),1023,,1.30324862415,0.02474964924,country:in/state:br,BR,country:in/state:br/assembly-constituency:139
21,10,BIHAR,18,VAISHALI,124,Lalganj,21,HAJIPUR (SC),1021,,0.94535151602,0.02381585944,country:in/state:br,BR,country:in/state:br/assembly-constituency:124
22,10,BIHAR,18,VAISHALI,130,Patepur (SC),22,UJIARPUR,1022,,1.06747122532,0.02555175444,country:in/state:br,BR,country:in/state:br/assembly-constituency:130
23,10,BIHAR,13,DARBHANGA,78,Kusheshwar Asthan (SC),23,SAMASTIPUR (SC),1023,,1.12176511554,0.02618464539,country:in/state:br,BR,country:in/state:br/assembly-constituency:78
20,10,BIHAR,17,SARAN,121,Parsa,20,SARAN,1020,,0.96934137506,0.02611150265,country:in/state:br,BR,country:in/state:br/assembly-constituency:121
22,10,BIHAR,19,SAMASTIPUR,135,Morwa,22,UJIARPUR,1022,,1.22507697155,0.02107454314,country:in/state:br,BR,country:in/state:br/assembly-constituency:135
25,10,BIHAR,12,SAHARSA,76,Simri Bakhtiarpur,25,KHAGARIA,1025,,1.50493650518,0.04512775665,country:in/state:br,BR,country:in/state:br/assembly-constituency:76
13,10,BIHAR,12,SAHARSA,74,Sonbarsha (SC),13,MADHEPURA,1013,,1.26044350722,0.03720112943,country:in/state:br,BR,country:in/state:br/assembly-constituency:74
12,10,BIHAR,9,PURNIA,62,Purnia,12,PURNIA,1012,,0.95773437173,0.02281451208,country:in/state:br,BR,country:in/state:br/assembly-constituency:62
20,10,BIHAR,17,SARAN,119,Garkha (SC),20,SARAN,1020,,1.02621221243,0.02562303336,country:in/state:br,BR,country:in/state:br/assembly-constituency:119
25,10,BIHAR,19,SAMASTIPUR,140,Hasanpur,25,KHAGARIA,1025,,1.22779693905,0.02798910683,country:in/state:br,BR,country:in/state:br/assembly-constituency:140
22,10,BIHAR,19,SAMASTIPUR,134,Ujiarpur,22,UJIARPUR,1022,,0.90056716456,0.02040389984,country:in/state:br,BR,country:in/state:br/assembly-constituency:134
20,10,BIHAR,17,SARAN,118,Chapra,20,SARAN,1020,,0.94208943708,0.01888849151,country:in/state:br,BR,country:in/state:br/assembly-constituency:118
12,10,BIHAR,9,PURNIA,60,Rupauli,12,PURNIA,1012,,1.45647801652,0.0469273284,country:in/state:br,BR,country:in/state:br/assembly-constituency:60
22,10,BIHAR,19,SAMASTIPUR,136,Sarairanjan,22,UJIARPUR,1022,,1.20892070243,0.02168460969,country:in/state:br,BR,country:in/state:br/assembly-constituency:136
11,10,BIHAR,10,KATIHAR,64,Kadwa,11,KATIHAR,1011,,1.28751557004,0.03853347502,country:in/state:br,BR,country:in/state:br/assembly-constituency:64
22,10,BIHAR,19,SAMASTIPUR,138,Bibhutipur,22,UJIARPUR,1022,,0.97911830341,0.02180928609,country:in/state:br,BR,country:in/state:br/assembly-constituency:138
21,10,BIHAR,18,VAISHALI,127,Raja Pakar (SC),21,HAJIPUR (SC),1021,,1.152420873,0.02151308315,country:in/state:br,BR,country:in/state:br/assembly-constituency:127
24,10,BIHAR,20,BEGUSARAI,141,Cheria Bariarpur,24,BEGUSARAI,1024,,1.17393243684,0.02540904612,country:in/state:br,BR,country:in/state:br/assembly-constituency:141
21,10,BIHAR,18,VAISHALI,123,Hajipur,21,HAJIPUR (SC),1021,,0.85393041111,0.01719976827,country:in/state:br,BR,country:in/state:br/assembly-constituency:123
20,10,BIHAR,18,VAISHALI,122,Sonepur,20,SARAN,1020,,1.00944470134,0.02223295928,country:in/state:br,BR,country:in/state:br/assembly-constituency:122
21,10,BIHAR,18,VAISHALI,129,Mahnar,21,HAJIPUR (SC),1021,,1.27692257172,0.01953265607,country:in/state:br,BR,country:in/state:br/assembly-constituency:129
12,10,BIHAR,10,KATIHAR,69,Korha (SC),12,PURNIA,1012,,1.34993608905,0.04150612863,country:in/state:br,BR,country:in/state:br/assembly-constituency:69
11,10,BIHAR,10,KATIHAR,63,Katihar,11,KATIHAR,1011,,0.9188188137,0.01686680667,country:in/state:br,BR,country:in/state:br/assembly-constituency:63
25,10,BIHAR,21,KHAGARIA,148,Alauli (SC),25,KHAGARIA,1025,,1.21373395937,0.03168785593,country:in/state:br,BR,country:in/state:br/assembly-constituency:148
24,10,BIHAR,20,BEGUSARAI,147,Bakhri (SC),24,BEGUSARAI,1024,,1.34160936572,0.02431397391,country:in/state:br,BR,country:in/state:br/assembly-constituency:147
33,10,BIHAR,30,BUXAR *,199,Brahampur,33,BUXAR,1033,,1.64990797617,0.04086335387,country:in/state:br,BR,country:in/state:br/assembly-constituency:199
11,10,BIHAR,10,KATIHAR,66,Pranpur,11,KATIHAR,1011,,1.34897611854,0.04012639148,country:in/state:br,BR,country:in/state:br/assembly-constituency:66
31,10,BIHAR,28,PATNA,186,Danapur,31,PATALIPUTRA,1031,,0.58902787135,0.01262106344,country:in/state:br,BR,country:in/state:br/assembly-constituency:186
32,10,BIHAR,29,BHOJPUR,193,Barhara,32,ARRAH,1032,,1.48611839753,0.03106920148,country:in/state:br,BR,country:in/state:br/assembly-constituency:193
13,10,BIHAR,11,MADHEPURA,70,Alamnagar,13,MADHEPURA,1013,,1.28078417372,0.0437768148,country:in/state:br,BR,country:in/state:br/assembly-constituency:70
31,10,BIHAR,28,PATNA,187,Maner,31,PATALIPUTRA,1031,,1.02896031264,0.02830505719,country:in/state:br,BR,country:in/state:br/assembly-constituency:187
21,10,BIHAR,18,VAISHALI,128,Raghopur,21,HAJIPUR (SC),1021,,1.23458414128,0.02658030774,country:in/state:br,BR,country:in/state:br/assembly-constituency:128
32,10,BIHAR,29,BHOJPUR,198,Shahpur,32,ARRAH,1032,,1.05769664202,0.03004855694,country:in/state:br,BR,country:in/state:br/assembly-constituency:198
33,10,BIHAR,30,BUXAR *,200,Buxar,33,BUXAR,1033,,1.00731013677,0.0217945646,country:in/state:br,BR,country:in/state:br/assembly-constituency:200
25,10,BIHAR,21,KHAGARIA,150,Beldaur,25,KHAGARIA,1025,,1.51536777603,0.04729267393,country:in/state:br,BR,country:in/state:br/assembly-constituency:150
24,10,BIHAR,20,BEGUSARAI,142,Bachhwara,24,BEGUSARAI,1024,,1.31074544859,0.02650221803,country:in/state:br,BR,country:in/state:br/assembly-constituency:142
22,10,BIHAR,19,SAMASTIPUR,137,Mohiuddinnagar,22,UJIARPUR,1022,,1.07919426964,0.02837822166,country:in/state:br,BR,country:in/state:br/assembly-constituency:137
30,10,BIHAR,28,PATNA,181,Digha,30,PATNA SAHIB,1030,,0.26831208605,0.00335702274,country:in/state:br,BR,country:in/state:br/assembly-constituency:181
25,10,BIHAR,21,KHAGARIA,149,Khagaria,25,KHAGARIA,1025,,1.14742349414,0.02600069844,country:in/state:br,BR,country:in/state:br/assembly-constituency:149
11,10,BIHAR,10,KATIHAR,68,Barari,11,KATIHAR,1011,,1.36977902436,0.04916786666,country:in/state:br,BR,country:in/state:br/assembly-constituency:68
32,10,BIHAR,29,BHOJPUR,194,Arrah,32,ARRAH,1032,,0.59972084382,0.01182631671,country:in/state:br,BR,country:in/state:br/assembly-constituency:194
30,10,BIHAR,28,PATNA,182,Bankipur,30,PATNA SAHIB,1030,,0.26960463175,0.00101544152,country:in/state:br,BR,country:in/state:br/assembly-constituency:182
30,10,BIHAR,28,PATNA,184,Patna Sahib,30,PATNA SAHIB,1030,,0.35233448382,0.00303129703,country:in/state:br,BR,country:in/state:br/assembly-constituency:184
30,10,BIHAR,28,PATNA,183,Kumhrar,30,PATNA SAHIB,1030,,0.18548892957,0.00171640688,country:in/state:br,BR,country:in/state:br/assembly-constituency:183
32,10,BIHAR,29,BHOJPUR,192,Sandesh,32,ARRAH,1032,,1.28060758506,0.03518746084,country:in/state:br,BR,country:in/state:br/assembly-constituency:192
30,10,BIHAR,28,PATNA,185,Fatuha,30,PATNA SAHIB,1030,,1.08344279446,0.02101020979,country:in/state:br,BR,country:in/state:br/assembly-constituency:185
